vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs
1FTNF1CF9CKD54263,No,,,,,,,,"[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FMZU63K55UB72516,No,,,,,,,,[]
1FAHP35N38W294612,No,,,,,,,,[]
1FTRW07373KC22971,Yes,Recall Incomplete,Fuel Tank Strap Inspection And Repair,11S21/11V385000,29/07/11,"Ford Is Recalling Certain 1997 Through 2003 Model Year Ford F-150, 2004 Model Year Ford F-150 Heritage, 1997 Through 1999 Model Year F-250 Less Than 8,500 Lbs. Gross Vehicle Weight Rating (Gvwr), And 2002 And 2003 Lincoln Blackwood Vehicles Manufactured From June 20, 1995, Through August 4, 2004, Originally Sold, Or Currently Registered In, Connecticut, Delaware, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin, And The District Of Columbia.  Prolonged Exposure To Road Deicing Chemicals May Cause Severe Corrosion Of The Fuel Tank Straps Which Secure The Tank To The Vehicle.","As A Result Of The Corrosion, One Or Both Straps May Fail Allowing The Fuel Lines To Separate From The Tank, Or In Some Cases, Causing The Tank To Contact The Ground.  Either Scenario May Result In A Fuel Leak Presenting A Fire Hazard.","Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln Dealer To Have The Fuel Tank Straps Replaced With Straps That Have Increased Corrosion Protection.  Early In This Campaign, If Replacement Straps Are Not Available, Dealers May Install A Cable Support Under The Strap As An Interim Repair Or A Steel Reinforcement Over The Existing Strap As A Permanent Repair.  Any Repairs Will Be Performed Free Of Charge.   The Safety Recall Began On September 16, 2011.  Owners May Contact Ford Motor Company Customer Relationship Center At 1-866-436-7332.  Ford'S Recall Campaign Number Is 11S21",[]
1FA6P8CF3F5434922,Yes,Recall Incomplete,Brake Stop Lamps Remain On,22R01/22R01,07/01/22,"Ford Motor Company Is Conducting A Safety Recall 22S02 On Certain 2014-2015 Model Year Mustang, Fusion And Mkz Vehicles Registered In Certain High Ambient Temperature States And Territories.","A Missing Brake Pedal Stop Bumper Will Result In The Brake Stop Lamps Remaining On Continuously, Even When The Brake Pedal Is Not Applied, Which May Confuse Other Drivers And Increase The Risk Of A Crash. On Automatic Transmission Vehicles, A Missing Brake Pedal Bumper Could Allow The Transmission To Be Shifted Out Of The Park Position Without Depressing The Brake, Which May Result In A Vehicle Rollaway, Increasing The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Replace The Brake Pedal Bumper Free Of Charge Parts And Labor.,[]
1FA6P8CF3F5434922,Yes,Recall Incomplete,Luggage Compartment Lid Wiring Inspection And Rear View Camera Improper Function,22S06/22V082,16/02/22,"On Your Vehicle, The Rear View Camera Could Intermittently Display A Blank Or Distorted Image.",".A Rear View Camera That Intermittently Displays A Blank Or Distorted Image May Reduce The Drivers View Of What Is Behind The Vehicle, Increasing The Risk Of A Crash.",Parts Are Now Available To Repair Your Vehicle For All My2016-2017 And A Limited Number Of My2015 2015My Owners Will Receive A Parts Available Owner Letter Advising Them To Schedule A Service Appointment. Ford Motor Company Has Authorized Your Dealer To Inspect And Repair The Luggage Compartment Lid Wiring Harness As Necessary Free Of Charge Parts And Labor.,[]
1FMYU03171KF17874,Yes,Recall Incomplete,Abs Relay Installation And Master Cylinder Reservoir Cap Replacement,11S24/12V005000,09/01/12,"Ford Is Recalling Certain Model Year 2001-2002 Escape Vehicles Manufactured From October 22, 1999, Through July 19, 2002, Equipped With A Brake Master Cylinder Reservoir Cap That Could Leak Brake Fluid. If Brake Fluid Leaks From The Cap, It Could Come In Contact With The Antilock Brake System (Abs) Module Wiring Harness Connector.","Corrosion Can Develop In The Electrical Connector Leading To Melting, Smoke Or A Fire.","Dealers Will Replace The Brake Master Cylinder Reservoir Cap And The Abs Electrical System Will Be Modified.  An Interim Letter Was Mailed On January 20,  2012.  Due To A Parts Delay, However, The Remedy May Not Be Available Currently.  If Parts Are Not Available, Ford Will Instruct Owners To Park Their Vehicles Outside Until Such Time As Parts Become Available.   Owners May Contact The Ford Motor Company Customer Relationship Center At 1-866-436-7332.  This Recall Campaign Is Related To 07V-156.",[]
1FMYU03171KF17874,Yes,Recall Incomplete,Engine Cover Modification,12S37/12V353000,26/07/12,"Ford Motor Company Is Recalling Certain Model Year 2001 Through 2004 Escape Vehicles Equipped With 3.0L V6 Engines And Speed Control Manufactured From October 22, 1999, Through January 23, 2004.  Inadequate Clearance Between The Engine Cover And The Speed Control Cable Connector Could Result In A Stuck Throttle When The Accelerator Pedal Is Fully Or Almost-Fully Depressed.  This Risk Exists Regardless Of Whether Or Not Speed Control (Cruise Control) Is Used.","A Stuck Throttle May Result In Very High Vehicle Speeds And Make It Difficult To Stop Or Slow The Vehicle, Which Could Cause A Crash, Serious Injury Or Death.","Ford Will Notify Owners, And Dealers Will Repair The Vehicles By Increasing The Engine Cover Clearance, Free Of Charge.  The Safety Recall Began August 3, 2012.  Remedy Parts Are Expected To Be Available In Mid-August 2012.  Until Then Dealers Will Disconnect The Speed Control Cable As An Interim Remedy, If Parts Are Not Available At The Time Of An Owner'S Service Appointment.  Owners May Contact Ford At 1-866-436-7332.",[]
1FMYU03171KF17874,Yes,Recall Incomplete,Perform Prior To Vehicle Delivery: Abs Module Connector Inspection,07S51/07V156000,10/04/07,"On Certain Sport Utility Vehicles Equipped With Antilock Brakes (Abs), The Abs Module Connector May Have Missing Or Dislodged Wire Seals.  This Condition Could Allow Contamination To Enter The Module Connector, Creating A Potential For An Electrical Short.","An Electrical Short Might Cause An Abs Malfunction That Would Illuminate The Abs Warning Light, And In Some Cases, The Module May Overheat Resulting In Burning Odor, Smoke, And/Or Fire.  This Condition Could Occur Either When The Vehicle Ignition Switch Is In The Off Position Or While The Vehicle Is Being Operated.","Dealers Will Inspect The Wire Harness Connector To The Abs Module For Missing Or Dislodged Wire Seals, And Repair Or Replace The Harness Connector As Appropriate.  The Dealer Will Also Inspect The Connector On The Abs Module And Replace It If It Is Found To Be Corroded Or Damaged.   The Recall Began On April 23, 2007.  Owners May Contact Ford At 1-866-436-7332.",[]
1FA6p8CF1H5301787,Yes,Recall Incomplete,Luggage Compartment Lid Wiring Inspection And Rear View Camera Improper Function,22S06/22V082,16/02/22,"On Your Vehicle, The Rear View Camera Could Intermittently Display A Blank Or Distorted Image.",".A Rear View Camera That Intermittently Displays A Blank Or Distorted Image May Reduce The Drivers View Of What Is Behind The Vehicle, Increasing The Risk Of A Crash.",Parts Are Now Available To Repair Your Vehicle For All My2016-2017 And A Limited Number Of My2015 2015My Owners Will Receive A Parts Available Owner Letter Advising Them To Schedule A Service Appointment. Ford Motor Company Has Authorized Your Dealer To Inspect And Repair The Luggage Compartment Lid Wiring Harness As Necessary Free Of Charge Parts And Labor.,[]
1FTKR1ED4BPA68022,Yes,Recall Incomplete,Driver Airbag Inflator Replacement,21S12/21V158,25/03/21,Driver Airbag Inflator Replacement,"The Driver Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Driver Airbag. If An Airbag Inflator Explodes, Sharp Metal Fragments Could Strike The Driver Or Other Occupants Causing Serious Injury Or Death.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available In Sufficient Quantities, Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Driver Airbag Inflator Replaced. There Will Be No Charge For This Service.",[]
1FAHP3E25CL126857,No,,,,,,,,"[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FMCU0HX6DUC76339,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1ftew1eg0gkg02511,Yes,Recall Incomplete,Brake Master Cylinder Leak Into Booster,22S11/22V150,11/03/22,"On Your Vehicle, The Brake Master Cylinder May Allow Brake Fluid To Leak Into The Brake Booster. If The Brake Fluid Reservoir Is Depleted Below A Pre-Determined Level, You Will Be Alerted That Brake System Service Is Required By A Combination Of The Following 	An Audible Chime 	A Full Screen Message Center Alert 	Illumination Of The Red Brake Warning Indicator Shown To The Left If The Brake Fluid Reservoir Is Depleted Through Continued Vehicle Operation, You May Experience A Change In Brake Pedal Travel And Feel, And Increased Pedal Effort. If A Loss Of Brake Fluid Is Substantial, It Can Reduce Brake Function In The Front Wheels. Brake Function In The Rear Wheels Is Unaffected By This Condition.","Reduced Brake Function In The Front Wheels Can Extend Stopping Distance, Increasing The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Replace Your Vehicles Brake Master Cylinder, And If The Brake Master Cylinder Is Leaking, Also Replace The Brake Booster, Free Of Charge Parts And Labor.","[{'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FMPU18515LA74571,No,,,,,,,,[]
1FMJK1HT3HEA01298,Yes,Recall Incomplete,Climate Control Blower Motor Replacement,22S56/22V-648,26/08/22,"On Your Vehicle, The Climate Control Front Blower Motor May Overheat, Potentially Resulting In An Interior Fire While The Vehicle Is On",An Interior Vehicle Fire Can Increase The Risk Of Personal Injury And Vehicle Damage.,"Ford Is Working Closely With Its Suppliers To Produce Redesigned Parts For The Repair. You Will Be Notified Once Remedy Parts Become Available, Which Is Expected In Early First Quarter 2023.  This Repair Will Be Free Of Charge Parts And Labor.",[]
1FMZU35P7WUA09147,No,,,,,,,,[]
1FTRF17L9YNB82291,No,,,,,,,,[]
1FTRW07W31KB86185,No,,,,,,,,[]
1FMFU17537LA53639,No,,,,,,,,[]
1FTYR44U74PA13001,No,,,,,,,,[]
1FMDU34X7PUB64679,No,,,,,,,,[]
1FTYR44U34PA00049,Yes,Recall Incomplete,Airbag Module Inspection And Replacement,21S05/21V081,17/02/21,"Obsolete Service Replacement Airbag Modules May Have Been Installed Into Vehicles During A Collision Or Service Repair After A Final Takata Airbag Recall Repair Was Completed. There Is No Issue With The Airbags Used In The Recall Repair. However, If After The Recall Was Completed, The Driver Or Passenger Airbag Was Subsequently Replaced During A Collision Or Service Repair, The Airbag(S) May Contain A Defective Airbag Inflator.","Defective Airbag Inflators May Explode In A Crash That Causes Deployment Of The Airbags. If An Inflator Explodes, Sharp Metal Fragments Could Strike Vehicle Occupants, Causing Serious Injury Or Death.","Ford Motor Company Has Authorized Your Dealer To Inspect And Replace The Driver And/Or Passenger Airbag(S) If Necessary, Free Of Charge (Parts And Labor).",[]
1FAHP35N98W144701,No,,,,,,,,[]
1FTEW1C88FKD44992,Yes,Recall Incomplete,Doors Will Not Close Or Open While Driving,17S33/17V652,16/10/17,"On Your Vehicle, A Frozen Door Latch, Or A Bent Or Kinked Door Latch Actuation Cable, May Result In A Door That Will Not Open, Will Not Close, Or Opens While Driving Condition.","This May Result In A Latch That May Not Fully Engage The Door Striker Which Could Cause The Door To Open While Driving, Increasing The Risk Of Injury.",Parts Are Now Available To Repair Your Vehicle.  Ford Motor Company Has Authorized Your Dealer To Install Door Latch Water Shields And Repair Any Kinks In The Latch Actuation Cables Free Of Charge (Parts And Labor).,"[{'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FTEW1C88FKD44992,Yes,Recall Incomplete,Carpet Shielding And Insulation Rework,18S27/18V568,31/08/18,"If Your Vehicle Is Involved In A Crash, Deployment Of The Front Seatbelt Pretensioners May Cause A Fire Inside The Driver Or Passenger Side B-Pillar Trim (The Outboard Floor Area Next To The Front Seats) In The Vehicle Passenger Compartment.",A Fire In The B-Pillar Area May Spread Within The Vehicle And Increase The Risk Of Injury.  You May Notice Odor And/Or Smoke As The Fire Develops.,"Ford Motor Company Has Authorized Your Dealer To Modify The B-Pillar Insulation, Remove Electrical Harness Tape Remnants, And Apply Shielding To The Carpet Insulation And Loadspace Trim Panel (On Regular Cab Vehicles Only) Free Of Charge (Parts And Labor).","[{'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FM5K8D85HGC54994,No,,,,,,,,"[{'description': 'REAR WHEEL KNUCKLE REPLACEMENT', 'campaign': '22N01', 'date': '2022-02-18'}, {'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FTRX18L8YKB23973,No,,,,,,,,[]
1FAHP3FN0AW143165,No,,,,,,,,[]
1FMYU95H26KD48997,No,,,,,,,,[]
1fm5k8d83kgb32612,Yes,Recall Incomplete,Mechanical Seat Recliner,19C07/19V633,28/08/19,"On Your Vehicle, One Or More Of The Seatbacks May Have An Improperly Assembled Recliner Mechanism.","A Seatback With An Improperly Assembled Recliner Mechanism May Have Reduced Strength And May Not Adequately Restrain An Occupant In The Event Of A Crash, Increasing The Risk Of Injury.",Ford Motor Company Has Authorized Your Dealer To Inspect The Seat Backs And Replace It If Necessary Free Of Charge (Parts And Labor).,[]
1fm5k8d83kgb32612,Yes,Recall Incomplete,Roof Rack Trim Detachment,21S22/21V316,05/05/21,Roof Rack Trim Detachment,"A Roof Rail Cover That Detaches While Driving Can Create A Road Hazard For Other Users, Increasing The Risk Of A Crash.",Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Roof Rail Secured Using Plastic Push-Pins.  There Will Be No Charge For This Service,[]
1FTEX1EP3JKD14938,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH REPAIR ENHANCEMENTS FOR VEHICLES IN 18N03 WITH COMPLETED REPAIRS', 'campaign': '19N02', 'date': '2019-03-14'}]"
1FAHP3M29CL479636,Yes,Recall Incomplete,Fuel Tank Deformation,18S32/18V735,22/10/18,"On Your Vehicle, The Pcm Software May Not Adequately Detect A Stuck-Open Canister Purge Valve (Cpv) Within The Fuel Vapor System. If The Cpv Malfunctions And Sticks Open, It Can Lead To Excessive Vacuum In The Fuel Vapor System, Potentially Deforming The Plastic Fuel Tank. This Can Cause The Following Symptoms: Illuminated Malfunction Indicator Lamp (Mil) With Certain Diagnostic Trouble Codes (Dtcs) Inaccurate Or Erratic Fuel Gauge Indication Inaccurate Distance To Empty (Dte) Engine Stall And/Or Other Drivability Concerns Related To Stuck Open Cpv","This May Result In An Engine Stall While Driving Without Warning Or Without The Ability To Restart, And Can Increase The Risk Of A Crash.","Parts And Software Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Update Your Vehicle S Pcm Software, Check For Dtcs Or Other Evidence Of A Leaking Cpv, And Perform Any Additional Required Repairs As Required, Free Of Charge (Parts And Labor).If You Installed A Ford Performance Calibration On Your 2013-2018 Focus St, You Must Still Have This Safety Recall Performed. You May Contact Ford Performance To Obtain An Updated Ford Performance Calibration For Your Vehicle After This Recall Has Been Completed.Contact The Ford Performance Techline By Calling 800-367-3788 Or Online Https://Performanceparts.Ford.Com/Contact-Us","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
