vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs,raw_json
1G1YY26UX75133212,Yes,complete,Low-Beam Headlamps Inoperative,14V251,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Model Year 2005-2007 Chevrolet Corvette Vehicles. On These Vehicles, When The Engine Is Warm, The Underhood Bussed Electrical Center (Ubec) Housing Will Expand, Causing The Headlamp Low-Beam Relay Control Circuit Routed Wire To Bend Slightly. After The Wire Is Repeatedly Bent, It Can Fracture And Separate. When This Occurs, The Low-Beam Headlamps Will Not Illuminate. As The Ubec Housing Cools And Contracts, The Low-Beam Headlamp Function May Return. This Condition Does Not Affect The High-Beam Headlamps, Marker Lamps, Turn Signals, Daytime Running Lamps Or Fog Lamps.","Loss Of Low Beam Headlamps When They Are Required Could Reduce The Driver'S Visibility, Increasing The Risk Of A Crash.",Dealers Are To Replace The Ubec.,,
3GNGC26U82G167451,No,,,,,,,,,
1GNFK13579R102025,Yes,incomplete,Accessory Power Module May Not Initialize In Cold Temperature,,,"On Some 2008-2013 Model Year Chevrolet Tahoe And Gmc Yukon, And 2009-2013 Model Year Cadillac Escalade, Chevrolet Silverado Ld, And Gmc Sierra Ld Hybrid 2-Mode Vehicles, The Accessory Power Module (Apm) May Not Initialize When The Vehicle Is Started In Cold Temperatures And The Apm Is Cold. Once The Apm Warms Up, It Will Initialize And Perform As Designed. However, During The Time That The Apm Is Not Operational, It Could Result In A Loss Of Power Steering Assist And The Battery May Not Charge. If This Condition Occurs, The Service Power Steering, Service Hybrid System, Or Service Battery Charging System Message Will Appear In The Driver Information Center, The Malfunction Indicator Lamp And Red Battery Telltale May Illuminate, And Diagnostic Trouble Code U1821 And U182A Will Be Present.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1GNFK13579R102025,Yes,complete,Trans Clutch Housing Fracture - Reprogram Trans Controller - Expires  10/31/2011,,,,,,,
1GNFK13579R102025,Yes,complete,Battery Charge Reading Incorrect - Reprogram Module,,,,,,,
1GNFK13579R102025,Yes,incomplete,Throttle Position Sensor Replacement,,,"Some 2008-2009 Chevrolet Trailblazer; Gmc Envoy; Hummer H2; Saab 9-7X; 2008-2011 Cadillac Escalade, Escalade Esv, Escalade Ext; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; Gmc Savana, Sierra, Yukon, Yukon Xl; 2008-2010 Hummer H3; 2009-2011 Chevrolet Colorado; Gmc Canyon; And 2009-2010 Hummer H3T Vehicles, Equipped With A V8 Engine, May Have A Condition Where The Throttle Position Sensor May Cause The Engine To Run Rough And Cause The Malfunction Indicator Lamp And/Or An Engine Reduced Power Message To Illuminate. If This Occurs, It Could Result In Reduced Engine Power.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1GNFK13579R102025,Yes,complete,"Hard Start, No Start, Engine Stall - Replace Fuel System Control Module",09V154,2009-05-06,"Gm Is Recalling My 2009 Cadillac Escalade, Escalade Hybrid, Escalade Esv, And Escalade Ext; Chevrolet Avalanche, Suburban, Tahoe, Tahoe Hybrid, And Colorado; And Gmc Yukon, Yukon Hybrid, Yukon Xl, And Canyon Vehicles. The Fuel System Control Modules May Have A Condition In Which An Adhesive Separation Of The Room Temperature Vulcanizing Seal Between The Seal And The Housing May Allow Water To Seep Into The Module.","Water In The Module Could Cause A Short Or Open Circuit, Illumination Of The Service Engine Soon Lamp, Setting Of Diagnostic Trouble Codes Or The Engine May Be Hard To Start, May Not Start Or May Stall Increasing The Risk Of A Crash.",Dealers Will Install A New Fuel System Control Module Free Of Charge.,,
1GNFK13579R102025,Yes,incomplete,Front Passenger Airbag Takata Inflator - Priority Group 6,21V050,2021-02-05,"Tk Holdings Inc. (“Takata”) Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In The Passenger-Side Frontal Airbag Inflators Installed As Original Equipment In Certain 2007 To 2014 Model Year Cadillac Escalade, Escalade Esv, And Escalade Ext Vehicles; Certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, And Tahoe Vehicles; And Certain Gmc Sierra 1500, Sierra 2500/3500, Yukon, And Yukon Xl Vehicles.  The Determination Was Made That The Propellant In These Inflators May Degrade After Long-Term Exposure To High Humidity And Temperature Cycling, Which Could Cause The Inflator To Rupture During A Deployment.","An Inﬂator Rupture May Cause Metal Fragments To Pass Through The Airbag And Into The Vehicle Interior At High Speed, Which May Result In Injury Or Death To Vehicle Occupants.",Dealers Will Replace The Passenger-Side Frontal Airbag Inflator.,,
2cnflfey4a6382654,Invalid Vin,,,,,,,,,
1GNSCHKC9HR189526,Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,,"Some 2014 – 2018 Model Year Gm Vehicles May Have A Condition Where Customers May Experience Increased Brake Pedal Effort, Hard Brake Pedal, And/Or Potentially Increased Stopping Distance. The Condition Is More Prevalent At Low Speed When Softly Applying The Brakes. The Engine Mounted Mechanical Vacuum Pump Output May Decrease Over Time Decreasing The Amount Of Vacuum/Power Brake Assist. Failure To Follow Recommended Oil Change Intervals Could Contribute To This Condition. The Driver’S Information Center, (Dic) “Service Brake Assist” Alert Will Activate 2-5 Minutes After The Vacuum Level Drops, And A Diagnostic Trouble Code, (Dtc) Will Also Be Set. Even Where This Condition Occurs, The Hydraulic Brake System Remains Functional But May Require Additional Pedal Force.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Vacuum Pump And Vacuum Pump Belt.  The Repairs Will Be Made At No Charge To The Customer.,,
1GNSCHKC9HR189526,Yes,incomplete,Combi-Cooler Air Conditioner Refrigerant Leak,,,"Some 2015-2017 Model Year Cadillac Escalade, Escalade Esv, Chevrolet Suburban, Tahoe, Gmc Yukon And Yukon Xl Vehicles, May Have A Condition Where Thermal Cycling On The Combination Transmission Fluid/Oil And Ac Condenser Cooler Creates A Crack That May Allow Refrigerant To Escape. This Condition Consequently May Deactivate The Ac System Which May Cause Potential Customer Annoyance.

This Special Coverage Covers The Condition Described Above For A Period Of 5 Years Or 60,000 Miles (100,000 Km) For Chevrolet Suburban, Tahoe, Gmc Yukon And Yukon Xl And 6 Years Or 72,000 Miles (116,000 Km) For Cadillac Escalade And Escalade Esv, Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Inspect The Air Conditioning Condenser And Replace If Necessary.  The Repairs Will Be Made At No Charge To The Customer.,,
1GNSCHKC9HR189526,Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2014-2018 Model Year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, Gmc Sierra, And Gmc Yukon Vehicles. In Some Circumstances, These Vehicle May Have A Condition In Which The Engine-Mounted Mechanical Vacuum Pump Output May Decrease Over Time, Decreasing The Amount Of Vacuum/Power Brake Assist.",.,Dealers Will Reprogram The Electronic Brake Control Module With A New Calibration That Will Improve How The System Utilizes The Hydraulic Brake Boost Assist Function When Vacuum Assist Is Depleted.,,
1gnskhkc8gr223442,Invalid Vin,,,,,,,,,
1G1ZD5STXLF090123,No,,,,,,,,,
1GNFK33099R297349,Yes,incomplete,Front Passenger Airbag Takata Inflator - Priority Group 6,21V050,2021-02-05,"Tk Holdings Inc. (“Takata”) Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In The Passenger-Side Frontal Airbag Inflators Installed As Original Equipment In Certain 2007 To 2014 Model Year Cadillac Escalade, Escalade Esv, And Escalade Ext Vehicles; Certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, And Tahoe Vehicles; And Certain Gmc Sierra 1500, Sierra 2500/3500, Yukon, And Yukon Xl Vehicles.  The Determination Was Made That The Propellant In These Inflators May Degrade After Long-Term Exposure To High Humidity And Temperature Cycling, Which Could Cause The Inflator To Rupture During A Deployment.","An Inﬂator Rupture May Cause Metal Fragments To Pass Through The Airbag And Into The Vehicle Interior At High Speed, Which May Result In Injury Or Death To Vehicle Occupants.",Dealers Will Replace The Passenger-Side Frontal Airbag Inflator.,,
1GNFK33099R297349,Yes,incomplete,Throttle Position Sensor Replacement,,,"Some 2008-2009 Chevrolet Trailblazer; Gmc Envoy; Hummer H2; Saab 9-7X; 2008-2011 Cadillac Escalade, Escalade Esv, Escalade Ext; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; Gmc Savana, Sierra, Yukon, Yukon Xl; 2008-2010 Hummer H3; 2009-2011 Chevrolet Colorado; Gmc Canyon; And 2009-2010 Hummer H3T Vehicles, Equipped With A V8 Engine, May Have A Condition Where The Throttle Position Sensor May Cause The Engine To Run Rough And Cause The Malfunction Indicator Lamp And/Or An Engine Reduced Power Message To Illuminate. If This Occurs, It Could Result In Reduced Engine Power.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZD5ST0LF096500,No,,,,,,,,,
1GNEK13T21J132191,Yes,complete,Rearward Folding Head Restraints Pinch Point,02V253,2002-09-17,"Certain Sport Utility Vehicles Equipped With Rearward Folding Head Restraints On The Second Row Seats, Two Potential Pinch Points Exist On Each Of The Folding Head Restraints When The Restraints Are Folded Rearward As The Seatback Is Folded Down.","If A Person Were To Insert Their Finger(S) Into The Pinch Point When The Head Restraint Folds, It Could Trap And Pinch The Finger(S) Causing Injury.",Dealers Will Install Protective Covers Over The Pinch Points Free Of Charge.,,
1GNEC13V84R207514,Yes,incomplete,Special Coverage 10240 - Expired,,,,,,,
1GNEC13V84R207514,Yes,incomplete,Second Row Center Safety Belt,05V163,2005-04-22,"On Certain Crew Cab Pickup Trucks And Sport Utility Vehicles, The 2Nd Row Center Occupant Seat Belt Routing May Make It Difficult To Position The Lap Portion Of The Safety Belt Low Around The Hips Of Occupants, Especially Smaller Occupants, Seated In This Position.   Appropriate Use Of A Child Seat Or Booster Seat, As Recommended For Small Children, Does Improve The Fit Condition For This User Group.  In Addition To Instructions On Proper Infant And Young Child Restraint (With Child Seats Or Boosters), Special Verbiage For Restraining Older Child Is Included In The Owner'S Manual.  Also, The Suggested Seat Belt Fit/Routing For Adults, Irrespective Of Seating Position, Is Described In The Owner'S Manual Text.","A Lap Portion Of The Seat Belt Routing That Is Not Low And Snug On The Hips Can Allow The Lap Belt To Ride Up On An Occupant'S Abdomen Instead Of Fitting Low Around Their Hipbones, And Therefore, Can Expose Them To More Risk Of Abdominal And Internal Organ Injury.","Dealers Will Cut Open The Guide Loop, Remove A Portion Of The Loop, And Then The Remaining Two Sides Should Be Folded Over And Secured With A Retainer Free Of Charge.",,
2CNFLGEY6A6213337,Yes,incomplete,Wiper Transmission Arm Linkage Failure,,,"On Certain 2010-2012 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, The Ball Joints In The Front Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.",,Dealers Are To Inspect The Front Wiper Assembly And Replace The Wiper Linkages Or Module As Necessary. The Repairs Will Be Made At No Charge To The Customer.,,
2CNFLGEY6A6213337,Yes,complete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2CNFLGEY6A6213337,Yes,complete,Heating And Windshield Defrost Inoperative - Replace Computer Module,,,"General Motors Is Recalling Certain Model Year 2010 Chevrolet Equinox And Gmc Terrain Vehicles For Failing To Comply With The Requirements Of Federal Motor Vehicle Safety Standard No. 103, ""Windshield Defrosting And Defogging Systems"" And With Federal Motor Vehicle Safety Standard No. 101, ""Controls And Displays"".  The Software In The Center Instrument Panel Can Cause The Heating, Air Conditioning, Defrost, And Radio Controls, As Well As The Panel Illumination To Become Inoperative.",Driving Without A Functioning Defrost System Can Decrease Your Visibility Under Certain Driving Conditions And Could Result In A Crash Without Warning.,Dealers Will Replace The Computer Module In The Center Instrument Panel Free Of Charge.,,
2CNFLGEY6A6213337,Yes,complete,Side Door Hem Corrosion - Expires 5/31/2018,,,,,,,
2CNFLGEY6A6213337,Yes,incomplete,Illumination Of Airbag Readiness Light/Service Airbag Message,,,"On Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, High Resistance In The Side-Impact Airbag Circuit May Cause The Airbag-Readiness Light To Illuminate And The “Service Air Bag” Message To Display.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.
",,,,
2CNFLGEY6A6213337,Yes,incomplete,Seatbelt Warning Lights And Chimes With Seatbelt Buckled,,,"Some 2003-2015 Model Year Chevrolet Express And Gmc Savana Vehicles Equipped With Power Seat Adjust – Driver 6 Way, And 2009-2010 Model Year Chevrolet Colorado And Gmc Canyon; And 2010 Model Year Buick Enclave, Cadillac Srx, Chevrolet Equinox, Chevrolet Malibu, Chevrolet Traverse, Gmc Acadia, Gmc Terrain, And Saturn Outlook Vehicles May Have A Condition Where The Seatbelt Warning Light And Chime Audible Warnings May Illuminate While The Seatbelt Is Buckled..

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
